day_of_week	perf_date	perf_time	title	venue	perf_link	category	rating	website	event	image_url
Friday	16/08/2019	13:45	INK	BYOV19 - 35: La Cite francophone Theatre	https://tickets.fringetheatre.ca/listprices.php?performanceId=601:21417	Physical theatre	Family Friendly	jamesandjamesy.com/ink	BYOV	https://eventotron.imgix.net/05-28-2019-072259-3446.jpg
Friday	16/08/2019	14:00	Christel Bartelse Presents: Encore	10: Acacia Hall	https://tickets.fringetheatre.ca/listprices.php?performanceId=601:22852	Comedy	Parental Guidance (14+)	www.christelbartelse.com	Lottery	https://eventotron.imgix.net/05-28-2019-132101-5055.jpg
Friday	16/08/2019	14:00	Good At Cults	BYOV19 - 47: The Buckingham	https://tickets.fringetheatre.ca/listprices.php?performanceId=601:22138	Comedy/Drama	Adult	goodatcults.com	BYOV	https://eventotron.imgix.net/05-27-2019-224152-4377.jpg
Friday	16/08/2019	14:00	The Wright Sisters Present: The Wright Brothers	BYOV19 - 19: Sugar Swing Ballroom: Upstairs	https://tickets.fringetheatre.ca/listprices.php?performanceId=601:22450	Comedy/Drama	Family Friendly	#	BYOV	https://eventotron.imgix.net/05-27-2019-184852-8938.jpg
Friday	16/08/2019	14:00	Beat the Devil!	11: Nordic Studio Theatre	https://tickets.fringetheatre.ca/listprices.php?performanceId=601:21855	Drama	Parental Guidance (14+)	Anthropostheatre.com	Lottery	https://eventotron.imgix.net/06-08-2019-055902-6834.jpg
Friday	16/08/2019	14:00	No, You Can't Return Discount Shrimp	9: TELUS Phone Museum	https://tickets.fringetheatre.ca/listprices.php?performanceId=601:22291	Storytelling	Parental Guidance (14+)	#	Lottery	https://eventotron.imgix.net/05-02-2019-205522-7716.jpg
Friday	16/08/2019	14:00	The Parade, or Approaching the End of a Summer	4: Academy at King Edward	https://tickets.fringetheatre.ca/listprices.php?performanceId=601:22057	Drama	Parental Guidance (14+)	#	Lottery	https://eventotron.imgix.net/05-27-2019-063924-5737.jpg
Friday	16/08/2019	14:15	My Stroke of Luck	3: Global News Walterdale Theatre	https://tickets.fringetheatre.ca/listprices.php?performanceId=601:21829	Comedy/Drama	Parental Guidance (14+)	dianebarnes415.com	Lottery	https://eventotron.imgix.net/05-24-2019-010418-5146.jpg
Friday	16/08/2019	14:15	How to Confront a Rhinoceros	5: Kick Point King Edward School	https://tickets.fringetheatre.ca/listprices.php?performanceId=601:22100	Comedy/Drama	Adult	http://www.tinkerspacetheatre.com/	Lottery	https://eventotron.imgix.net/05-18-2019-192448-8531.jpg
Friday	16/08/2019	14:15	Mary's Wedding	BYOV19 - 34: Varscona Hotel (Thomas Bennett Room)	https://tickets.fringetheatre.ca/listprices.php?performanceId=601:21233	Drama	Parental Guidance (14+)	#	BYOV	https://eventotron.imgix.net/05-26-2019-230030-5911.jpg
Friday	16/08/2019	14:15	BLIND TO HAPPINESS	BYOV19 - 13: Old Strathcona Public Library	https://tickets.fringetheatre.ca/listprices.php?performanceId=601:21307	Comedy/Drama	Parental Guidance (14+)	www.timcmurphy.com	BYOV	https://eventotron.imgix.net/04-06-2018-003618-6270.jpg
Friday	16/08/2019	14:15	Where Heroes Lie	BYOV19 - 14: The de Villars Jones LLP Stage at Holy Trinity Church	https://tickets.fringetheatre.ca/listprices.php?performanceId=601:22207	Drama	Parental Guidance (14+)	#	BYOV	https://eventotron.imgix.net/05-24-2019-203729-2912.jpg
Friday	16/08/2019	14:15	Josephine	1: ATB Westbury Theatre	https://tickets.fringetheatre.ca/listprices.php?performanceId=601:21929	Music/Musical Theatre	Adult	josephinetheplay.com	Lottery	https://eventotron.imgix.net/04-03-2019-160126-4120.jpg
Friday	16/08/2019	14:30	The Most Unlikely Comedian	8: Old Strat Perf Arts Centre (OSPAC)	https://tickets.fringetheatre.ca/listprices.php?performanceId=601:22422	Storytelling	Parental Guidance (14+)	adamschwartzcomedy.com	Lottery	https://eventotron.imgix.net/05-21-2019-192202-9397.jpg
Friday	16/08/2019	14:30	Minerva-Queen of the Handcuffs	BYOV19 - 17: The Roxy on Gateway	https://tickets.fringetheatre.ca/listprices.php?performanceId=601:22970	Drama	Parental Guidance (14+)	#	BYOV	https://eventotron.imgix.net/06-25-2019-214915-7654.jpg
Friday	16/08/2019	14:30	Didn't Hurt	7: Chianti Yardbird Suite	https://tickets.fringetheatre.ca/listprices.php?performanceId=601:22024	Storytelling	Adult	www.rodneydecroo.com	Lottery	https://eventotron.imgix.net/05-09-2019-020941-5748.jpg
Friday	16/08/2019	14:30	Baba Yaga	6: Strathcona Community League	https://tickets.fringetheatre.ca/listprices.php?performanceId=601:21960	Theatre for Young Audiences	Family Friendly	www.albertamusicaltheatre.ca	Lottery	https://eventotron.imgix.net/05-27-2019-210741-6012.jpg
Friday	16/08/2019	14:45	Colin Mochrie and Friends	BYOV19 - 20: Garneau Theatre	https://tickets.fringetheatre.ca/listprices.php?performanceId=601:22529	Comedy	Parental Guidance (14+)	#	BYOV	https://eventotron.imgix.net/05-29-2019-232949-3747.jpg
Friday	16/08/2019	14:45	The Birthday Party	BYOV19 - 22: The Grindstone - Luther Centre	https://tickets.fringetheatre.ca/listprices.php?performanceId=601:22858	Drama	Parental Guidance (14+)	www.lodestartheatre.org	BYOV	https://eventotron.imgix.net/05-26-2019-001403-8249.jpg
Friday	16/08/2019	15:00	Flora & Fawna Have Beaver Fever (and so does Fleurette)	BYOV19 - 12: Varscona Theatre	https://tickets.fringetheatre.ca/listprices.php?performanceId=601:22546	Comedy	Parental Guidance (14+)	guysindisguise.com	BYOV	https://eventotron.imgix.net/05-27-2019-223231-9252.jpg
Friday	16/08/2019	15:00	Wear and Tear	BYOV19 - 18: Sugar Swing Ballroom: Main Floor	https://tickets.fringetheatre.ca/listprices.php?performanceId=601:21128	Physical theatre	Family Friendly	www.thebkpk.com	BYOV	https://eventotron.imgix.net/05-03-2019-220614-3708.jpg
Friday	16/08/2019	15:00	Agent Thunder	BYOV19 - 23: The Grindstone - Luther Room	https://tickets.fringetheatre.ca/listprices.php?performanceId=601:22340	Improv/Sketch	Parental Guidance (14+)	www.sorrynotsorry.ca	BYOV	https://eventotron.imgix.net/05-21-2019-034628-4521.jpg
Friday	16/08/2019	15:00	Newman & Price: Bar Magic	BYOV19 - 32: The Billiard Club	https://tickets.fringetheatre.ca/listprices.php?performanceId=601:21548	Magic	Parental Guidance (14+)	newmanandprice.weebly.com	BYOV	https://eventotron.imgix.net/05-15-2019-172344-3677.jpg
Friday	16/08/2019	15:00	Check Me Out	BYOV19 - 15: Cool Air Rentals Stage at Holy Trinity Anglican Church	https://tickets.fringetheatre.ca/listprices.php?performanceId=601:22272	Comedy/Drama	Parental Guidance (14+)	#	BYOV	https://eventotron.imgix.net/05-27-2019-181128-2417.jpg
Friday	16/08/2019	15:00	Burlesque Dueling Divas: Music Royalty	BYOV19 - 29: Spotlight Cabaret	https://tickets.fringetheatre.ca/listprices.php?performanceId=601:22648	Burlesque	Adult	#	BYOV	https://eventotron.imgix.net/05-20-2019-151550-6313.jpg
Friday	16/08/2019	15:15	One Man Avengers	BYOV19 - 19: Sugar Swing Ballroom: Upstairs	https://tickets.fringetheatre.ca/listprices.php?performanceId=601:22921	Comedy	Family Friendly	onemanstarwars.com	BYOV	https://eventotron.imgix.net/05-29-2019-011216-7543.jpg
Friday	16/08/2019	15:15	Monster	BYOV19 - 28: The Playhouse	https://tickets.fringetheatre.ca/listprices.php?performanceId=601:22263	Comedy/Drama	Parental Guidance (14+)	#	BYOV	https://eventotron.imgix.net/05-26-2019-190734-7120.jpg
Friday	16/08/2019	15:30	MUTTNIK	BYOV19 - 36: La Cite Auditorium	https://tickets.fringetheatre.ca/listprices.php?performanceId=601:21453	Comedy/Drama	Parental Guidance (14+)	bctheatricals.com	BYOV	https://eventotron.imgix.net/04-22-2019-082156-3755.jpg
Friday	16/08/2019	15:30	BLINDSIDE	BYOV19 - 37: Auditorium at Campus Saint-Jean	https://tickets.fringetheatre.ca/listprices.php?performanceId=601:22810	Comedy	Family Friendly	www.stephaniemorinrobert.com	BYOV	https://eventotron.imgix.net/05-28-2019-143107-8336.jpg
Friday	16/08/2019	15:30	A Fatal Step	2: Big Rock Backstage Theatre	https://tickets.fringetheatre.ca/listprices.php?performanceId=601:21887	Comedy/Drama	Parental Guidance (14+)	JillVice.com	Lottery	https://eventotron.imgix.net/05-27-2019-230201-6145.jpg
Friday	16/08/2019	15:30	THE MASTER & MARGARITA: the remix	BYOV19 - 35: La Cite francophone Theatre	https://tickets.fringetheatre.ca/listprices.php?performanceId=601:21426	Comedy/Drama	Parental Guidance (14+)	theatersimple.org/the-master-margarita	BYOV	https://eventotron.imgix.net/03-26-2019-222907-4886.jpg
Friday	16/08/2019	15:45	Field Guide To The Gays	9: TELUS Phone Museum	https://tickets.fringetheatre.ca/listprices.php?performanceId=601:21735	Comedy	Adult	LoganDonahoo.com	Lottery	https://eventotron.imgix.net/05-28-2019-075823-3448.jpg
Friday	16/08/2019	15:45	Suspension	4: Academy at King Edward	https://tickets.fringetheatre.ca/listprices.php?performanceId=601:22068	Comedy/Drama	Parental Guidance (14+)	#	Lottery	https://eventotron.imgix.net/05-27-2019-061804-8524.jpg
Friday	16/08/2019	15:45	FEAR and LOATHING and LOVECRAFT	BYOV19 - 13: Old Strathcona Public Library	https://tickets.fringetheatre.ca/listprices.php?performanceId=601:22658	Comedy	Parental Guidance (14+)	www.rapidfiretheatre.com/cast/troupes/fearandloathingandlovecraft	BYOV	https://eventotron.imgix.net/05-29-2019-232330-5283.jpg
Friday	16/08/2019	16:00	Denial Is A Wonderful Thing	10: Acacia Hall	https://tickets.fringetheatre.ca/listprices.php?performanceId=601:21792	Storytelling	Parental Guidance (14+)	www.theexit.org/denial	Lottery	https://eventotron.imgix.net/05-01-2019-190847-7140.jpg
Friday	16/08/2019	16:00	Double-Booked	BYOV19 - 31: The Sewing Machine Factory	https://tickets.fringetheatre.ca/listprices.php?performanceId=601:22829	Comedy	Parental Guidance (14+)	http://sxs5k.com	BYOV	https://eventotron.imgix.net/05-27-2019-020740-7117.jpg
Friday	16/08/2019	16:00	The Lightweight	BYOV19 - 38: Sue Paterson Memorial Theatre	https://tickets.fringetheatre.ca/listprices.php?performanceId=601:23002	Comedy/Drama	Parental Guidance (14+)	www.liltheatre.co	BYOV	https://eventotron.imgix.net/05-27-2019-194430-1475.jpg
Friday	16/08/2019	16:15	iso:	5: Kick Point King Edward School	https://tickets.fringetheatre.ca/listprices.php?performanceId=601:22094	Dance	Parental Guidance (14+)	isoyeg.wordpress.com	Lottery	https://eventotron.imgix.net/05-01-2019-033338-5400.jpg
Friday	16/08/2019	16:15	She's Not Him And He's Not Her	BYOV19 - 14: The de Villars Jones LLP Stage at Holy Trinity Church	https://tickets.fringetheatre.ca/listprices.php?performanceId=601:21298	Comedy	Family Friendly	empressofblandingsproductions.wordpress.com	BYOV	https://eventotron.imgix.net/05-27-2019-230730-1655.jpg
Friday	16/08/2019	16:30	Three	BYOV19 - 18: Sugar Swing Ballroom: Main Floor	https://tickets.fringetheatre.ca/listprices.php?performanceId=601:21143	Physical theatre	Parental Guidance (14+)	www.bossyflyer.com	BYOV	https://eventotron.imgix.net/05-22-2019-222904-2823.jpg
Friday	16/08/2019	16:30	Along For the Bride	BYOV19 - 34: Varscona Hotel (Thomas Bennett Room)	https://tickets.fringetheatre.ca/listprices.php?performanceId=601:21213	Comedy	Family Friendly	#	BYOV	https://eventotron.imgix.net/05-27-2019-142642-3005.jpg
Friday	16/08/2019	16:30	Martin Dockery: The Surprise	11: Nordic Studio Theatre	https://tickets.fringetheatre.ca/listprices.php?performanceId=601:23103	Storytelling	Parental Guidance	martindockery.com	Lottery	https://eventotron.imgix.net/07-25-2019-191554-7957.jpg
Friday	16/08/2019	16:30	Game of Death: Solo Improv	8: Old Strat Perf Arts Centre (OSPAC)	https://tickets.fringetheatre.ca/listprices.php?performanceId=601:22567	Improv/Sketch	Parental Guidance (14+)	www.theatre-im-bahnhof.com	Lottery	https://eventotron.imgix.net/05-29-2019-191607-6928.jpg
Friday	16/08/2019	16:30	We Now Know: The Complete History of Science	6: Strathcona Community League	https://tickets.fringetheatre.ca/listprices.php?performanceId=601:21967	Theatre for Young Audiences	Family Friendly	www.monstertheatre.com	Lottery	https://eventotron.imgix.net/05-01-2019-194550-3649.jpg
Friday	16/08/2019	16:30	Big Stupid Improv Show	BYOV19 - 17: The Roxy on Gateway	https://tickets.fringetheatre.ca/listprices.php?performanceId=601:22358	Improv/Sketch	Parental Guidance (14+)	rapidfiretheatre.com	BYOV	https://eventotron.imgix.net/03-29-2019-185454-2287.jpg
Friday	16/08/2019	16:30	13 Dead Dreams of "Eugene"	1: ATB Westbury Theatre	https://tickets.fringetheatre.ca/listprices.php?performanceId=601:21922	Puppetry	Parental Guidance (14+)	www.theatremobile.org	Lottery	https://eventotron.imgix.net/05-06-2019-174023-6852.jpg
Friday	16/08/2019	16:30	TEDxRFT: Improvised TED Talks	BYOV19 - 20: Garneau Theatre	https://tickets.fringetheatre.ca/listprices.php?performanceId=601:22248	Improv/Sketch	Parental Guidance (14+)	www.rapidfiretheatre.com	BYOV	https://eventotron.imgix.net/05-28-2018-211625-4893.jpg
Friday	16/08/2019	16:45	The Trip	7: Chianti Yardbird Suite	https://tickets.fringetheatre.ca/listprices.php?performanceId=601:22013	Comedy	Parental Guidance (14+)	#	Lottery	https://eventotron.imgix.net/05-27-2019-233159-7820.jpg
Friday	16/08/2019	16:45	LIGHTS! CAMERA! ODD JOBS?	3: Global News Walterdale Theatre	https://tickets.fringetheatre.ca/listprices.php?performanceId=601:21823	Storytelling	Parental Guidance (14+)	#	Lottery	https://eventotron.imgix.net/05-31-2019-085946-9247.jpg
Friday	16/08/2019	16:45	Well Behaved Women	BYOV19 - 23: The Grindstone - Luther Room	https://tickets.fringetheatre.ca/listprices.php?performanceId=601:22192	Comedy	Parental Guidance (14+)	#	BYOV	https://eventotron.imgix.net/05-27-2019-230549-2314.jpg
Friday	16/08/2019	17:00	TWO	BYOV19 - 12: Varscona Theatre	https://tickets.fringetheatre.ca/listprices.php?performanceId=601:21326	Comedy	Parental Guidance (14+)	#	BYOV	https://eventotron.imgix.net/05-27-2019-213650-8601.jpg
Friday	16/08/2019	17:00	Kanucks Cantina	BYOV19 - 22: The Grindstone - Luther Centre	https://tickets.fringetheatre.ca/listprices.php?performanceId=601:21716	Improv/Sketch	Parental Guidance (14+)	#	BYOV	https://eventotron.imgix.net/05-28-2019-004449-5659.jpg
Friday	16/08/2019	17:00	The Zoo Story	BYOV19 - 42: 99ten	https://tickets.fringetheatre.ca/listprices.php?performanceId=601:22165	Drama	Parental Guidance (14+)	#	BYOV	https://eventotron.imgix.net/06-10-2019-234720-4428.jpg
Friday	16/08/2019	17:00	You Are Happy	BYOV19 - 19: Sugar Swing Ballroom: Upstairs	https://tickets.fringetheatre.ca/listprices.php?performanceId=601:21178	Comedy/Drama	Parental Guidance (14+)	https://www.blarneyyeg.com/	BYOV	https://eventotron.imgix.net/05-27-2019-165600-9132.jpg
Friday	16/08/2019	17:00	Saturday Morning	BYOV19 - 21: The Grindstone - Comedy Theatre	https://tickets.fringetheatre.ca/listprices.php?performanceId=601:21363	Comedy	Parental Guidance (14+)	#	BYOV	https://eventotron.imgix.net/05-25-2019-070122-8249.jpg
Friday	16/08/2019	17:00	Who Goes There?	BYOV19 - 16: The Sanctuary Stage at Holy Trinity Anglican Church	https://tickets.fringetheatre.ca/listprices.php?performanceId=601:21252	Drama	Family Friendly	#	BYOV	https://eventotron.imgix.net/05-27-2019-210444-3837.jpg
Friday	16/08/2019	17:15	No Tweed Too Tight	BYOV19 - 36: La Cite Auditorium	https://tickets.fringetheatre.ca/listprices.php?performanceId=601:22785	Comedy	Adult	www.monstertheatre.com	BYOV	https://eventotron.imgix.net/05-01-2019-190614-9352.jpg
Friday	16/08/2019	17:15	A Life in the Theatre	BYOV19 - 28: The Playhouse	https://tickets.fringetheatre.ca/listprices.php?performanceId=601:21379	Comedy/Drama	Parental Guidance (14+)	#	BYOV	https://eventotron.imgix.net/05-27-2019-230719-7394.jpg
Friday	16/08/2019	17:15	The Thin Grey Line	BYOV19 - 15: Cool Air Rentals Stage at Holy Trinity Anglican Church	https://tickets.fringetheatre.ca/listprices.php?performanceId=601:21267	Comedy	Parental Guidance (14+)	#	BYOV	https://eventotron.imgix.net/05-23-2019-013945-9999.jpg
Friday	16/08/2019	17:15	There Ain't No More	BYOV19 - 37: Auditorium at Campus Saint-Jean	https://tickets.fringetheatre.ca/listprices.php?performanceId=601:21606	Music/Musical Theatre	Parental Guidance (14+)	breakerfixer.com	BYOV	https://eventotron.imgix.net/05-23-2019-004607-6415.jpg
Friday	16/08/2019	17:30	I Hate Shakespeare!	2: Big Rock Backstage Theatre	https://tickets.fringetheatre.ca/listprices.php?performanceId=601:21874	Comedy	Parental Guidance (14+)	#	Lottery	https://eventotron.imgix.net/05-20-2019-205657-8211.jpg
Friday	16/08/2019	17:30	Balance Board	BYOV19 - 13: Old Strathcona Public Library	https://tickets.fringetheatre.ca/listprices.php?performanceId=601:22434	Drama	Family Friendly	maapaa.ca	BYOV	https://eventotron.imgix.net/05-27-2019-233818-9705.jpg
Friday	16/08/2019	17:30	Princess Bear	4: Academy at King Edward	https://tickets.fringetheatre.ca/listprices.php?performanceId=601:22074	Comedy	Parental Guidance (14+)	#	Lottery	https://eventotron.imgix.net/05-24-2019-041400-1955.jpg
Friday	16/08/2019	17:45	The Debutantes Present: My Mistake!	9: TELUS Phone Museum	https://tickets.fringetheatre.ca/listprices.php?performanceId=601:22417	Comedy	Parental Guidance (14+)	https://thedebutantes.ca	Lottery	https://eventotron.imgix.net/05-25-2019-063403-3471.jpg
Friday	16/08/2019	17:45	Hits Like a Girl	BYOV19 - 38: Sue Paterson Memorial Theatre	https://tickets.fringetheatre.ca/listprices.php?performanceId=601:23040	Music/Musical Theatre	Parental Guidance (14+)	www.devonmoremusic.com	BYOV	https://eventotron.imgix.net/04-02-2019-013519-9663.jpg
Friday	16/08/2019	18:00	Swing Showcase	BYOV19 - 18: Sugar Swing Ballroom: Main Floor	https://tickets.fringetheatre.ca/listprices.php?performanceId=601:22297	Dance	Family Friendly	www.sugarswing.com/madcat	BYOV	https://eventotron.imgix.net/05-30-2018-000217-7182.jpg
Friday	16/08/2019	18:00	It's A Dog's Life	BYOV19 - 50: Woodcroft Community Hall	https://tickets.fringetheatre.ca/listprices.php?performanceId=601:23049	Music/Musical Theatre	Family Friendly	www.edmontonmusicaltheatre.com	BYOV	https://eventotron.imgix.net/05-27-2019-231723-7477.jpg
Friday	16/08/2019	18:00	Instagram Live!	BYOV19 - 26: The Almanac	https://tickets.fringetheatre.ca/listprices.php?performanceId=601:21487	Comedy	Parental Guidance (14+)	DionArnold.com	BYOV	https://eventotron.imgix.net/05-26-2019-230921-9729.jpg
Friday	16/08/2019	18:00	Silenced	10: Acacia Hall	https://tickets.fringetheatre.ca/listprices.php?performanceId=601:21767	Storytelling	Parental Guidance (14+)	www.girlclown.com	Lottery	https://eventotron.imgix.net/05-28-2019-060133-1998.jpg
Friday	16/08/2019	18:00	Merk deux Soleil	BYOV19 - 31: The Sewing Machine Factory	https://tickets.fringetheatre.ca/listprices.php?performanceId=601:22911	Comedy	Adult	#	BYOV	https://eventotron.imgix.net/05-23-2019-203017-3345.jpg
